-0.024690, -0.044654
-0.020452, -0.045676
-0.013359, -0.046105
-0.002319, -0.045856
0.001155, -0.046935
0.008880, -0.050238
0.008734, -0.051482
0.010874, -0.051226
0.022948, -0.055007
0.027469, -0.056741
0.033534, -0.056594
0.058224, -0.059066
0.085368, -0.062063
0.132844, -0.071708
0.176050, -0.082195
0.214793, -0.091722
0.249270, -0.097859
0.279457, -0.105738
0.341762, -0.115220
0.394858, -0.119547
0.435197, -0.122972
0.479363, -0.129622
0.519092, -0.135084
0.560522, -0.140131
0.590643, -0.145270
0.616797, -0.150323
0.651052, -0.154363
0.686248, -0.158411
0.731594, -0.166702
0.770907, -0.173965
0.810084, -0.180744
0.858627, -0.185747
0.900463, -0.192475
0.956031, -0.199331
1.006702, -0.204790
1.053705, -0.210371
1.104238, -0.217127
1.144566, -0.220096
1.164132, -0.223818
1.188499, -0.227848
1.208096, -0.230536
1.245764, -0.236374
1.283840, -0.241910
1.324453, -0.243562
1.352338, -0.248392
1.374787, -0.249532
1.402071, -0.249700
1.432839, -0.255091
1.464319, -0.258544
1.498064, -0.259778
1.524953, -0.263248
1.555537, -0.268446
1.585423, -0.274122
1.632313, -0.275359
1.672921, -0.276734
1.704118, -0.278061
1.732493, -0.275770
1.751691, -0.274095
1.768933, -0.270729
1.778738, -0.270142
1.792007, -0.270307
1.829139, -0.266763
1.858884, -0.263759
1.891455, -0.256529
1.909149, -0.250605
1.933337, -0.248170
1.981466, -0.243222
2.016674, -0.237540
2.070809, -0.235139
2.133044, -0.232437
2.188919, -0.229464
2.261512, -0.221927
2.304625, -0.218490
2.375613, -0.214492
2.421228, -0.212212
2.453820, -0.208756
2.484958, -0.202875
2.508768, -0.196714
2.530524, -0.189104
2.544883, -0.185689
2.551247, -0.183784
2.597294, -0.177481
2.631957, -0.171231
2.658148, -0.163203
2.679243, -0.156806
2.690647, -0.149928
2.740840, -0.142822
2.776260, -0.139985
2.803238, -0.134569
2.822166, -0.127131
2.837553, -0.123534
2.881400, -0.114857
2.912061, -0.109502
2.938703, -0.101502
2.962768, -0.099544
2.977547, -0.099758
3.020764, -0.094191
3.048551, -0.088684
3.095329, -0.077836
3.127406, -0.069612
3.146422, -0.064837
3.166858, -0.059580
3.180852, -0.055202
3.214396, -0.044000
3.239049, -0.033294
3.258930, -0.025124
3.276673, -0.019767
3.290164, -0.012996
3.316497, -0.000401
3.339393, 0.011160
3.354584, 0.020077
3.379896, 0.024531
3.394782, 0.029007
3.422697, 0.045339
3.445088, 0.058180
3.459418, 0.067259
3.482750, 0.078462
3.496369, 0.087950
3.518543, 0.100019
3.537507, 0.111505
3.549775, 0.121766
3.567242, 0.134793
3.585438, 0.145361
3.601799, 0.155671
3.614849, 0.163686
3.626002, 0.170692
3.644123, 0.185660
3.657982, 0.195346
3.674623, 0.203443
3.683863, 0.209539
3.691456, 0.214811
3.709832, 0.228947
3.728210, 0.237845
3.743212, 0.246443
3.763104, 0.254093
3.777377, 0.261997
3.798475, 0.274182
3.811350, 0.285791
3.822996, 0.301262
3.832789, 0.311798
3.840037, 0.323004
3.847557, 0.332071
3.855006, 0.341732
3.861594, 0.360585
3.869509, 0.375939
3.874084, 0.388160
3.879311, 0.403427
3.885431, 0.419162
3.883380, 0.442695
3.882988, 0.459795
3.883574, 0.477639
3.887851, 0.499776
3.887966, 0.519094
3.898735, 0.546549
3.903347, 0.571093
3.911666, 0.592655
3.923391, 0.614454
3.933635, 0.636901
3.934239, 0.663106
3.943321, 0.690536
3.952141, 0.721228
3.968618, 0.780242
3.975961, 0.828298
3.981538, 0.869110
3.992579, 0.914426
4.002482, 0.956224
4.006692, 0.989855
3.999573, 1.031839
3.997122, 1.068574
3.984414, 1.104165
3.971525, 1.131424
3.964735, 1.154771
3.958203, 1.184519
3.948034, 1.206836
3.925774, 1.244705
3.916704, 1.273620
3.908687, 1.300367
3.876076, 1.325308
3.851980, 1.341874
3.861460, 1.344514
3.864602, 1.347032
3.868496, 1.349573
3.848900, 1.377240
3.837161, 1.399695
3.792450, 1.422010
3.762392, 1.440478
3.740646, 1.452564
3.720109, 1.466611
3.703204, 1.479823
3.708827, 1.494401
3.708815, 1.506964
3.707926, 1.514876
3.733551, 1.534409
3.750655, 1.544767
3.724990, 1.566417
3.712170, 1.581391
