0.157995, 0.194653
0.161346, 0.190800
0.161953, 0.189101
0.166363, 0.189528
0.161149, 0.189854
0.167258, 0.189692
0.170321, 0.188586
0.172291, 0.187568
0.173178, 0.188527
0.174459, 0.186201
0.166247, 0.186644
0.172599, 0.187259
0.170517, 0.187632
0.174044, 0.187090
0.170298, 0.189256
0.180447, 0.189141
0.194114, 0.190023
0.207631, 0.187339
0.204466, 0.187473
0.200995, 0.186225
0.196610, 0.185782
0.190159, 0.185812
0.180454, 0.187035
0.184666, 0.185832
0.190881, 0.184147
0.185429, 0.192855
0.177455, 0.202026
0.174562, 0.207513
0.189765, 0.208360
0.210762, 0.203529
0.248322, 0.196138
0.282341, 0.190334
0.314382, 0.184540
0.355846, 0.182143
0.392121, 0.179251
0.432638, 0.179580
0.467989, 0.175159
0.505237, 0.174739
0.546644, 0.171139
0.583902, 0.165022
0.662316, 0.154987
0.741657, 0.140367
0.827342, 0.124592
0.889185, 0.117227
0.939711, 0.111615
0.982993, 0.113357
1.020009, 0.112867
1.047627, 0.111718
1.110683, 0.110583
1.154527, 0.109315
1.220690, 0.110652
1.274889, 0.110410
1.322298, 0.109038
1.379747, 0.109967
1.428114, 0.111414
1.474323, 0.109664
1.520608, 0.109330
1.561248, 0.111145
1.621266, 0.118945
1.676097, 0.123180
1.736077, 0.124371
1.781785, 0.124910
1.813510, 0.125221
1.864045, 0.126689
1.902218, 0.126319
1.939747, 0.127646
1.975514, 0.128495
2.001345, 0.132683
2.050583, 0.135627
2.088417, 0.137985
2.132410, 0.143255
2.165956, 0.144859
2.184863, 0.147286
2.247169, 0.150106
2.304839, 0.150047
2.361019, 0.152526
2.397134, 0.154498
2.420454, 0.150830
2.475400, 0.153503
2.516246, 0.156623
2.581027, 0.158947
2.627541, 0.160085
2.657178, 0.157691
2.713914, 0.153343
2.752479, 0.148675
2.795759, 0.149153
2.824737, 0.148804
2.850276, 0.145728
2.909881, 0.145781
2.941135, 0.146976
3.008110, 0.155019
3.053589, 0.159127
3.082020, 0.156814
3.110826, 0.157353
3.128966, 0.161455
3.143966, 0.161445
3.181917, 0.177541
3.209022, 0.187503
3.242455, 0.199072
3.267286, 0.207404
3.282758, 0.212341
3.321915, 0.230308
3.351597, 0.244813
3.388280, 0.257915
3.416105, 0.268553
3.436772, 0.277729
3.464587, 0.292595
3.481814, 0.306910
3.506284, 0.318240
3.522525, 0.328529
3.534027, 0.337305
3.555762, 0.356668
3.576195, 0.372036
3.593310, 0.392694
3.604027, 0.410290
3.613888, 0.423816
3.625027, 0.447379
3.628542, 0.467214
3.644564, 0.483482
3.651434, 0.499889
3.658274, 0.512980
3.667185, 0.541346
3.670504, 0.563997
3.667457, 0.588175
3.665404, 0.613502
3.661134, 0.635337
3.663531, 0.657496
3.663444, 0.676076
3.665598, 0.699516
3.668245, 0.721048
3.670866, 0.742002
3.668573, 0.769687
3.663655, 0.795499
3.676900, 0.830023
3.685308, 0.861211
3.691005, 0.890141
3.685646, 0.925412
3.680251, 0.957150
3.626154, 1.008467
3.489328, 1.060115
3.339991, 1.094813
3.567915, 1.183482
3.615638, 1.245032
3.602424, 1.300254
3.584903, 1.342523
3.572445, 1.372268
3.522789, 1.408907
3.484834, 1.443993
3.434556, 1.481875
3.404029, 1.509467
3.391162, 1.528873
3.383632, 1.555862
3.379806, 1.572604
3.291006, 1.598153
3.233961, 1.610922
